transaction_id,sender_account_id,receiver_account_id,amount,currency,timestamp,is_suspicious,typology,is_round_amount,txn_count_1d,total_amount_1d,avg_amount_1d,txn_count_7d,total_amount_7d,txn_count_30d,total_amount_30d,total_received_1d,velocity_in_out_ratio,risk_rating,jurisdiction,is_pep,onboarding_date,last_review_date,hit_R001,hit_R002,hit_R003,hit_R004,risk_score,triggered_rules
40074057-f30a-41d0-a49c-f3f865fe307a,GB66DDKU47734943148722,GB78SQCB79516352141202,212.28,GBP,2025-06-29T23:37:39.111609000,0,None,0,2,1954.52,977.26,2,1954.52,2,1954.52,0.0,0.0,High,UK,false,2025-04-18T00:00:00.000,2025-08-09T00:00:00.000,false,false,false,true,60,"[""R004""]"
cae4cd2a-c27d-407f-be40-410717c43a97,GB25IXPV97341855950837,GB32BDJM02353596828901,1493.05,GBP,2025-06-29T23:38:20.958037000,0,None,0,1,1493.05,1493.05,2,2846.05,4,3937.1600000000003,0.0,0.0,High,Panama,false,2026-04-27T00:00:00.000,2026-05-30T00:00:00.000,false,false,false,true,60,"[""R004""]"
b7bcaf3b-6c00-44cf-b7d1-a6c9c9e0d8cf,GB96ROQS67536004545794,GB91EZDM58087267051193,503.07,GBP,2025-06-29T23:46:28.721343000,0,None,0,2,802.77,401.385,2,802.77,3,2756.2799999999997,0.0,0.0,High,Malta,false,2023-12-14T00:00:00.000,2024-11-06T00:00:00.000,false,false,false,true,60,"[""R004""]"
ab238471-20a6-43d5-9eae-241507df3bf8,GB87OKHY86688145392413,GB18UTIK03754807805383,45.96,GBP,2025-06-29T23:54:27.430007000,0,None,0,1,45.96,45.96,1,45.96,1,45.96,0.0,0.0,High,Malta,false,2022-12-17T00:00:00.000,2024-03-08T00:00:00.000,false,false,false,true,60,"[""R004""]"
c3c79e0c-b411-4bad-a79b-e9bdf66f76c0,GB07CAFV88314914101120,GB60PWHE54966070287372,897.01,GBP,2025-06-29T23:58:18.270413000,0,None,0,1,897.01,897.01,2,2063.09,2,2063.09,0.0,0.0,High,US,false,2024-08-08T00:00:00.000,2025-01-28T00:00:00.000,false,false,false,true,60,"[""R004""]"
ee734335-b668-49f5-97e9-cb5f6849faac,GB51IXLC56993327692689,GB44GPAX57410376226594,88.86,GBP,2025-06-30T00:12:31.637723000,0,None,0,1,88.86,88.86,2,1144.84,2,1144.84,0.0,0.0,High,Cayman Islands,false,2026-06-15T00:00:00.000,2026-06-27T00:00:00.000,false,false,false,true,60,"[""R004""]"
88c9a099-f8eb-4df0-954c-4c931bf05ba2,GB17POTH59958438356999,GB91XMYO85637164361116,687.42,GBP,2025-06-30T00:42:31.971142000,0,None,0,2,1606.98,803.49,2,1606.98,4,3582.7200000000003,0.0,0.0,High,Germany,false,2024-09-06T00:00:00.000,2024-12-19T00:00:00.000,false,false,false,true,60,"[""R004""]"
3da55c44-658f-4ded-a641-ecb6e9601754,GB67UDZA78187109685642,GB24WULB46293374153583,1476.35,GBP,2025-06-30T00:55:47.885417000,0,None,0,1,1476.35,1476.35,2,2722.02,5,5818.78,0.0,0.0,High,US,false,2025-03-14T00:00:00.000,2025-07-10T00:00:00.000,false,false,false,true,60,"[""R004""]"
a0eec214-b56e-42ce-ba40-795fa753e917,GB23EHFD51751967929605,GB55QOIS71512954589385,285.38,GBP,2025-06-30T00:57:34.850456000,0,None,0,1,285.38,285.38,1,285.38,2,1273.95,0.0,0.0,High,Malta,false,2022-11-15T00:00:00.000,2025-07-21T00:00:00.000,false,false,false,true,60,"[""R004""]"
a899a026-f421-48bb-97ab-ed8e2f984366,GB19IVZG42207043107722,GB96MAQF52637941288669,287.24,GBP,2025-06-30T01:08:06.537047000,0,None,0,1,287.24,287.24,2,971.71,2,971.71,0.0,0.0,High,Germany,false,2025-05-24T00:00:00.000,2025-09-27T00:00:00.000,false,false,false,true,60,"[""R004""]"
3cf3b5eb-98d5-48db-8517-468b0896f3be,GB05YKHD19804255428053,GB13MRCA71377973095146,129.42,GBP,2025-06-30T01:16:53.456033000,0,None,0,1,129.42,129.42,1,129.42,1,129.42,0.0,0.0,High,UK,false,2023-10-11T00:00:00.000,2026-01-26T00:00:00.000,false,false,false,true,60,"[""R004""]"
4606d0a5-166d-4c38-ae3c-1d57fdc318c5,GB40SRQQ24375968686274,GB85EUEI76751258379900,586.3,GBP,2025-06-30T01:20:01.987484000,0,None,0,1,586.3,586.3,1,586.3,4,3585.5,0.0,0.0,High,Malta,false,2025-10-18T00:00:00.000,2026-01-07T00:00:00.000,false,false,false,true,60,"[""R004""]"
6424921e-a919-4869-b44f-df0f0ef44236,GB24TIKY68470931957996,GB94QIRQ76380207612396,1498.02,GBP,2025-06-30T01:36:22.105346000,0,None,0,1,1498.02,1498.02,1,1498.02,2,2141.67,0.0,0.0,High,Malta,false,2026-06-24T00:00:00.000,2026-06-24T00:00:00.000,false,false,false,true,60,"[""R004""]"
009843ed-42be-4d2f-b7f1-9c613accd227,GB78ULYE75056880848207,GB84AWNF79595142954496,113.36,GBP,2025-06-30T01:54:06.843903000,0,None,0,1,113.36,113.36,2,629.35,2,629.35,0.0,0.0,High,Germany,false,2023-05-20T00:00:00.000,2025-08-20T00:00:00.000,false,false,false,true,60,"[""R004""]"
1d7be5cd-b2ca-442a-9293-b0053bded9c3,GB75FBOM99152831197789,GB43RWOM34272477115787,90.01,GBP,2025-06-30T01:54:31.265886000,0,None,0,1,90.01,90.01,1,90.01,1,90.01,0.0,0.0,High,UAE,false,2025-01-07T00:00:00.000,2025-12-12T00:00:00.000,false,false,false,true,60,"[""R004""]"
f135c3d6-6fc0-452d-93ce-c8386335dc67,GB91SLDC20339059666942,GB37LBDR00544027760123,1663.6,GBP,2025-06-30T02:13:47.865701000,0,None,0,1,1663.6,1663.6,2,2666.02,2,2666.02,0.0,0.0,High,Malta,false,2023-05-30T00:00:00.000,2023-11-06T00:00:00.000,false,false,false,true,60,"[""R004""]"
82dade56-d9de-404f-9db3-9cbaa5af81fb,GB70VGDG57408747407397,GB03IILD90677421083063,1427.81,GBP,2025-06-30T02:23:19.928659000,0,None,0,1,1427.81,1427.81,1,1427.81,1,1427.81,0.0,0.0,High,Canada,false,2022-09-15T00:00:00.000,2023-04-10T00:00:00.000,false,false,false,true,60,"[""R004""]"
9484f967-3fb3-4e09-af0b-488ddfd7d217,GB88JMXV15330027027507,GB57JQSJ00946584639248,469.74,GBP,2025-06-30T02:41:46.221183000,0,None,0,1,469.74,469.74,1,469.74,4,5507.77,0.0,0.0,High,Cayman Islands,false,2022-11-01T00:00:00.000,2024-01-09T00:00:00.000,false,false,false,true,60,"[""R004""]"
7b62f807-cfd5-4452-bb6e-7ca66b668fd8,GB46BKQD98365146905918,GB10TUKL92277641490038,168.6,GBP,2025-06-30T03:10:32.930787000,0,None,0,1,168.6,168.6,1,168.6,4,3928.41,0.0,0.0,High,Cayman Islands,false,2026-06-04T00:00:00.000,2026-06-05T00:00:00.000,false,false,false,true,60,"[""R004""]"
8dc4ddb6-7600-4a8b-9e78-f3153e94e251,GB48ARPQ79091281212635,GB04BBXC26646096149091,1787.4,GBP,2025-06-30T03:34:16.942446000,0,None,0,1,1787.4,1787.4,1,1787.4,2,3369.3900000000003,0.0,0.0,High,Malta,false,2023-02-26T00:00:00.000,2023-10-05T00:00:00.000,false,false,false,true,60,"[""R004""]"
ac312422-42ae-41e9-bdb4-4265c99419b5,GB21MNTQ37555045838750,GB58ZXUC91702423637437,555.8,GBP,2025-06-30T05:10:00.369969000,0,None,0,1,555.8,555.8,1,555.8,2,893.66,0.0,0.0,High,Malta,false,2026-05-30T00:00:00.000,2026-06-10T00:00:00.000,false,false,false,true,60,"[""R004""]"
6d59da09-4e56-43eb-a63e-975776310341,GB90HWYZ93004603560897,GB42YQMG21337521455447,1243.8,GBP,2025-06-30T05:12:48.502095000,0,None,0,1,1243.8,1243.8,2,1659.5,4,3589.71,0.0,0.0,High,UAE,false,2022-01-04T00:00:00.000,2022-04-20T00:00:00.000,false,false,false,true,60,"[""R004""]"
eb3c1a7e-3058-4aa7-ac01-674455acfc56,GB44UFEW02417669706838,GB57PQZG98037037731205,9363.1,GBP,2025-06-30T05:35:22.708678000,1,Structuring,0,3,27384.059999999998,9128.019999999999,4,36861.72,11,77008.02,0.0,0.0,Medium,Malta,false,2024-10-18T00:00:00.000,2025-06-10T00:00:00.000,true,false,false,false,85,"[""R001""]"
75e77e05-42d1-40df-a2ba-362a0f11a5be,GB08EXAS49076341535977,GB19KVOT70790770455300,545.56,GBP,2025-06-30T05:38:54.651169000,0,None,0,1,545.56,545.56,1,545.56,3,2287.55,0.0,0.0,High,US,false,2025-05-14T00:00:00.000,2026-04-08T00:00:00.000,false,false,false,true,60,"[""R004""]"
